CIN,CompanyName,CompanyROCcode,CompanyCategory,CompanySubCategory,CompanyClass,AuthorizedCapital,PaidupCapital,CompanyRegistrationdate_date,Registered_Office_Address,Listingstatus,CompanyStatus,CompanyStateCode,CompanyIndian/Foreign Company,nic_code,CompanyIndustrialClassification
U45101AN2023PTC006016,PLATINUM AUTOCARE PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,22000000.00,1000000.00,2023-06-20,"GARACHARMA ROAD,,GARACHARMA,,Port Blair,South Andaman,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,45101,Trading
U45208AN2013PTC000197,C M ROY CONSTRUCTION PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,2000000.00,2000000.00,2013-06-06,"ROOM NO. 11 MARTHOMA CHURCH COMPLEX   GOAL GHAR,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744102-India",Unlisted,Active,andaman and nicobar islands,Indian,45208,Construction
U52390AN2013PTC000198,G.S.K.P STORES PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1000000.00,860000.00,2013-06-11,"SHOP NO. 4 GANDHI BHAWAN   CONGRESS OFFICE BUILDING,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,52390,Trading
U52609AN2022PTC005586,ANDAMAN STAR HARDWARE AND ELECTRICALS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,500000.00,100000.00,2022-03-17,"C/O M ABDUL HAMEED   BAMBOOFLAT JETTY,ANDAMAN,Andaman Islands,Andaman and Nicobar Islands,744106-India",Unlisted,Active,andaman and nicobar islands,Indian,52609,Trading
U74900AN2016PTC000285,GO COOL NEXT GEN PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,100000.00,100000.00,2016-02-26,"C-49   PHARGAON,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,74900,Business Services
U60231AN2022PTC005602,BOS LOGISTIC PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2022-05-24,"C/o. KARTIK BISWAS, WNO 19, ART ROAD   NEAR JANTA DHABA, GARACHARMA BASTI JCT.,Andaman,Andaman Islands,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,60231,"Transport, storage and Communications"
U61200AN2021PTC005555,A & N LOGISTICS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,10000000.00,100000.00,2021-10-13,"3rd Floor   DMK Building, Phoenix Bay,Portblair,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,61200,"Transport, storage and Communications"
U61900AN2023PTC006051,DIGITAL BITZ PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,4000000.00,100000.00,2023-10-14,"A 32789  NEAR DOLLY GUNJ, WARD 17,Port Blair,South Andaman,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,61900,Business Services
U45400AN2013PTC000201,MSM TECHNO PROJECTS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,1000000.00,2013-07-05,"SURVEY NO-939, BACK SIDE OF HOTEL MSM,   DAIRY FARM JUNCTION, JUNGLIGHAT,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,45400,Construction
U52291AN2024PTC006093,EXILENEXT SOLUTION PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,10000.00,2024-04-08,"HOUSE NO.MB-31, ROUND,BASTI ABERDEEN VILLAGE,,Portblair,South Andaman,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,52291,"Transport, storage and Communications"
U74999AN1983PTC000011,ANDAMAN INDUSTRIAL ENTERPRISES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,2500000.00,0.00,1983-12-07,"xx   xx,NA,Andaman and Nicobar Islands,744104-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,74999,Business Services
U74999AN2017PTC005384,100KEYS TRADECOM PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2017-12-08,"C/O PHOENIX LODGE,   64 MA ROAD, PHOENIX BAY,,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,74999,Business Services
U31100AN2021PTC005558,REDMAPLE AUTOMATIONS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2021-10-28,"Shop no 5 , Opp Netaji Club , Babu Lane   Aberdeen Bazaar,Portblair,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,31100,Manufacturing (Machinery and Equipments)
U01403AN2009PTC000121,DWEEPAM AGRI PRODUCER COMPANY LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,1000000.00,2009-08-05,"HOUSE NO. 1, NEAR SANTOSHI MATA KA MANDIR,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,01403,Agriculture and Allied Activities
U05000AN2007PTC000090,BAY ISLAND FISHERIES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,2000000.00,900000.00,2007-10-23,"M.B 15, M.G ROAD   ABERDEEN BAZAR,PORT BLAIR,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,05000,Agriculture and Allied Activities
U63030AN2016PTC005299,ANDAMAN EXCURSION PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2016-05-13,"1st Floor, Radha Krishna Temple Complex   JUNGLIGHAT,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,63030,"Transport, storage and Communications"
U63090AN2013PTC000188,ANDAMAN VISION TOUR & TRAVELS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2013-03-06,"DAIRY FARM   OPP : VEER SAVARKAR INTERNATIONAL AIRPOR,T,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,63090,"Transport, storage and Communications"
U15317AN2020PTC005508,MIICANI PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,10000000.00,2600000.00,2020-12-02,"Ward no. 5,Rabindra Nagar,V.K Pur (Post)   Little Andaman, (Tehsil), South Andaman,Andaman,Andaman Islands,Andaman and Nicobar Islands,744207-India",Unlisted,Active,andaman and nicobar islands,Indian,15317,Manufacturing (Food stuffs)
U47820AN2024PTC006079,RAAONE MULTI PROJECTS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1500000.00,100000.00,2024-01-29,"C/O BIJAY CHAKRABORTY,169, LAL PAHAD,Port Blair,South Andaman,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,47820,Trading
U51909AN2014PTC000220,SAKTHI HARDWARES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,5000000.00,5000000.00,2014-03-24,"NO. 198   M.G ROAD JUNGLIGHAT,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,51909,Trading
U51909AN2023PTC005642,AKV TRADERS AND TOURS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2023-01-05,"C/O SHRI. K KALAIVANAN   B/LINE, PORT BLAIR,ANDAMAN,Andaman Islands,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,51909,Trading
U45201AN2007PTC000086,ANDAMAN NIRMAN PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,2000000.00,2000000.00,2007-07-11,"Junglighat   Port Blair,Port Blair,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,45201,Construction
U45401AN2023PTC006061,VAMSI TRADERS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2023-11-30,"SURVEY NO 1/23/4,,FERRARGUNJ,Port Blair,South Andaman,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,45401,Trading
U72900AN2020PTC005480,NAYAINFO IT SOLUTIONS PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,100000.00,100000.00,2020-07-09,"C/O A SAKTHIVEL,0171/95   GANESH MANDIR STREET, KAMRAJNAGAR,SOUTHANDAMAN,Andaman Islands,Andaman and Nicobar Islands,744105-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,72900,Business Services
U74999AN2018PTC005428,HHBR HAVELOCK HOLIDAY BEACH RESORT PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,100000.00,100000.00,2018-12-18,"MR S SIVA & S RAJA GOPAL   153-1 GOVINDA NAGAR NO 2 , HAVELOCK,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744211-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,74999,Business Services
U74999AN2019PTC005441,PMC AQUA PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,100000.00,100000.00,2019-03-15,"MAHESWAR CHAKRABORTY, R.K. GRAM   NEAR VIVEKANANDA SCHOOL, DIGLIPUR,NORTH ANDAMAN,Andaman Islands,Andaman and Nicobar Islands,744202-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,74999,Business Services
U01110AN2017PTC005386,MAYABUNDER AGRICULTURAL PRODUCER COMPANY LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2017-12-21,"Harinagar, Mayabunder Tehsil   N & M Andaman,MAYABUNDER,Andaman Islands,Andaman and Nicobar Islands,744202-India",Unlisted,Active,andaman and nicobar islands,Indian,01110,Agriculture and Allied Activities
U55101AN2016PTC005298,ROYAL RESORTS & LEISURE PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,2000000.00,2000000.00,2016-04-30,"SHYAM NAGAR,   SWARAJ DWEEP, SOUTH ANDAMAN,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744211-India",Unlisted,Active,andaman and nicobar islands,Indian,55101,Trading
U55101AN2018PTC005423,OCEAN WIND HOSPITALITY PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,500000.00,200000.00,2018-11-13,"C/o P.A.Nasir,Ground Floor,Stewart Gunj,   Ferrargunj Tehsil, South Andaman,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744107-India",Unlisted,Active,andaman and nicobar islands,Indian,55101,Trading
U63040AN2015PTC000278,WEBPORT MEDIA PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2015-12-08,"B-11 BASEMENT COLONY ICY SPICY ISLAND ARCADE   JUNGLIGHAT,PORTBLAIR,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,63040,"Transport, storage and Communications"
U79120AN2023PTC006030,SOURAV TRAVELS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1500000.00,1200000.00,2023-08-21,"C/O K. HAMZA,P/NAGAR PORTBLAIR,Port Blair,South Andaman,Andaman and Nicobar Islands,744102-India",Unlisted,Active,andaman and nicobar islands,Indian,79120,"Community, personal and Social Services"
U79120AN2024PTC006084,HK (ANDAMAN) ADVENTURES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2024-02-19,"S No.-353,Wandoor Jetty,South Andaman, Ferrargunj,Port Blair,South Andaman,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,79120,"Community, personal and Social Services"
U82990AN2024OPC006109,PLATINUM PROFESSIONALS (OPC) PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,One Person Company,100000.00,10000.00,2024-07-18,"C/O DEV RAJ ANAND DURGA,PRASHAD BHAWAN, JN ROAD,Port Blair,South Andaman,Andaman and Nicobar Islands,744102-India",Unlisted,Active,andaman and nicobar islands,Indian,82990,"Community, personal and Social Services"
U51909AN2018PTC005398,KANCHIPURAM SABTHAGIRI SILKS SAREES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,1000000.00,2018-02-27,"Rani Meyyamal Hall, Sangam Complex   Phoenix Bay, South Andaman,,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,51909,Trading
U80902AN2021PTC005539,FLYZONE AVIATION ACADEMY INDIA PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,50000.00,2021-08-02,"C/O KAMLA DEVI D-TANK SHADIPUR   PORT BLAIR, SOUTH ANDAMAN BLAIR,ANDAMAN,Andaman Islands,Andaman and Nicobar Islands,744106-India",Unlisted,Active,andaman and nicobar islands,Indian,80902,"Community, personal and Social Services"
U50404AN2013PTC000206,GOVINDAMMA TRADING CO PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,500000.00,100000.00,2013-08-13,"19, Phonix Bay   South Andaman,Port Blair,Andaman Islands,Andaman and Nicobar Islands,744102-India",Unlisted,Active,andaman and nicobar islands,Indian,50404,Trading
U61100AN1999PTC000062,SAPTAGIRI SHIPPING & CO. PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,5000000.00,0.00,1999-11-29,"No10 Andhra Association Complex   Aberdeen Bazar,NA,Andaman and Nicobar Islands,744101-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,61100,"Transport, storage and Communications"
U45400AN2012PTC000167,K C M BUILDERS AND CONSTRUCTIONS (INDIA) PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,500000.00,500000.00,2012-01-16,"K C M BUILDERS & CONSTRUCTIONS (INDIA) PVT LTD   KRIPANAND COLONY, SCHOOL LINE,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,45400,Construction
U45400AN2012PTC005364,MM KAILASH CONSTRUCTION PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,5000000.00,1700000.00,2012-05-21,"WARD NO.18, HARBOUR COLONY,   AUSTINABAD, P.O. -   BREEZGANG,,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,45400,Construction
U45500AN2018PTC005427,MAD DOGS STUDIO PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,200000.00,2018-12-11,"16/11,   AIR ROAD DELANIPUR, PORT BALIR,,SOUTH ANDAMAN,Andaman Islands,Andaman and Nicobar Islands,744102-India",Unlisted,Active,andaman and nicobar islands,Indian,45500,Construction
U92490AN2022PTC005579,CEREMONIC ENTERTAINMENT PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,1000.00,2022-02-17,"C/O ABDUL RAHIM,MA ROAD.VILL PHOENIX BAY   PO HADDO,PS CHATHAM,ANDAMANNICOBAR SOUTH,PORTBLAIR,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,92490,"Community, personal and Social Services"
U74999AN2018PTC005411,ARS HOSPITALITY PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2018-07-13,"BIBHAS KUMAR BISWAS,SRI BALAJI HARDWARES   SUBHASGRAM 5, MADHUPUR ROAD,DIGLIPUR,Andaman Islands,Andaman and Nicobar Islands,744202-India",Unlisted,Active,andaman and nicobar islands,Indian,74999,Business Services
U55101AN2007PTC000082,GOLDEN REST ROOM PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2007-03-26,"Golden Rest room   Prem Nagar,Port Blair,Andaman and Nicobar Islands,744101-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,55101,Trading
U55101AN2023PTC006009,ANDAMAN ISLANDS HOLIDAY RESORT PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2023-05-13,"C/o Sanjay Chowdhury,Chakkar Gaon,Corbyns Cove,Portblair,South Andaman,Andaman and Nicobar Islands,744112-India",Unlisted,Active,andaman and nicobar islands,Indian,55101,"Transport, storage and Communications"
U36109AN2020PTC005498,NIVESH WORKING PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2020-10-23,"C/o Shri ANIL KUMAR SHARMA,AUSTINABAD,   NR MARIYAMMAM TEMPLE BRIJGUNJ (PO),SOUTH,ANDAMAN,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,36109,Manufacturing (Others)
U63040AN2020PTC005507,ASHA ARYA TRADERS AND TRAVELS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,1000000.00,2020-11-28,"C/o SHRI K KALAIVANAN   B/LINE PORT BLAIR,ANDAMAN,Andaman Islands,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,63040,"Transport, storage and Communications"
U63112AN2023PTC006014,RORARI VENTURES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1500000.00,10000.00,2023-06-02,"C/O NIRMALA CHOUDHARY,MVN MN,Port Blair,South Andaman,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,63112,Business Services
U65923AN1988PLC000030,ANDAMAN SAVINGS AND INDUSTRIAL INVESTMENTS (INDIA) LIMITED,ROC Andaman,Company limited by shares,Non-government company,Public,200000.00,180000.00,1988-11-28,"Seashore Road   Po.Haddo,NA,Andaman and Nicobar Islands,744102-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,65923,Finance
U45209AN2022PTC005572,ASHINI INFRATECH PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2022-02-02,"C/o Ashini Sikder, Sy No 304/1/1,   Vill Wandoor, Post Wandoor, Ward No 4,PORTBLAIR,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,45209,Construction
U27101AN1988PTC000025,ISLAND RE-ROLLING MILLS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,0.00,1988-02-11,"Tower House   Aberdeen Bazar,Port Blair,Andaman and Nicobar Islands,744104-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,27101,"Manufacturing (Metals and Chemicals, and products thereof)"
U74900AN2014PTC000230,OCEAN REEFS (INDIA) PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,600000.00,2014-08-22,"Shop No-5/1/2, Survey No-59/11   Gurudwara Lane, Ward No-14,Port Blair,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,74900,Business Services
U61200AN2017PTC005350,PROMILA SHIPPING PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,2500000.00,1200000.00,2017-04-06,"WANDOOR   PO WANDOOR PORT BLAIR,SOUTH ANDAMAN,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,61200,"Transport, storage and Communications"
U67120AN1994PTC000043,ANDAMAN OVERSEAS FINVEST PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,1000000.00,1994-02-15,"MB 347,Junghlighat   Port Blair,South Andaman,Andaman and Nicobar Islands,744104-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,67120,Finance
